#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
physician;Знаменитый лекарь;x
physician_desc;Эт[GetEtaEtot] [GetAgedPerson] - известный знаток медицины и весьма умелый лекарь. [GetSheHeCap] востребован[GetEndA] при дворе любого правителя.;x
RIP.110625.d;Ваш лекарь [FromFromFrom.GetFullName] приобрел[FromFromFrom.GetEndA] хорошую репутацию, работая при Вашем дворе. Теперь [FromFromFrom.GetHersHis] называют "знаменит[FromFromFrom.GetOyYm]".;x
EVTDESC_RIP_4022;Сегодня утром придворный лекарь [physician_target.GetFirstName] встретил[physician_target.GetEndA] Вас в коридоре: "[Root.PrimaryTitle.GetFOA]! Мне кажется, можно значительно улучшить здоровье Ваших подданых, если учредить новую систему местных аптек. Я сейчас расскажу Вам в чём суть...";x
EVTOPTA_RIP_4022;Прекрасная идея! Так и поступим.;x
EVTOPTB_RIP_4022;Замечательно, но у нас нет на это денег.;x
physician_apothecaries_custom_tooltip;Каждый округ из Ваших §Yличных земельных владений§! получит существенный единовременный прирост §Yпроцветания§!!;x
increase_prosperity_custom_tooltip;Округ получит единовременный прирост §Yпроцветания§!\n;x
capital_prospers_custom_tooltip;Ваш столичный округ получит единовременный прирост §Yпроцветания§!\n;x
increase_prosperity_event_custom_tooltip;Округ §Y[prosperity_target.GetName]§! получит единовременный прирост §Yпроцветания§!!;x
EVTDESC_RIP_4300;В последнее время всё больше крестьян прибывает в [prosperity_target.County.GetAdjective]ские земли. Ваш [Root.GetTreasurerName] [councillor_target.GetFullName] предлагает расширить строительство новых дорог, чтобы облегчить им доступ к центральным районам, нуждающимся в людских ресурсах. [councillor_target.GetSheHeCap] утверждает, что это поможет процветанию этого округа.;x
EVTOPTA_RIP_4300;Так и быть, но пусть сам[councillor_target.GetEndA] руководит работами.;x
EVTOPTB_RIP_4300;К несчастью, я не могу позволить сейчас такие траты.;x
EVTDESC_RIP_4301;[prosperity_target.County.GetAdjective]ские жители вынуждены часами стоять в очереди, чтобы встретиться со священниками, [Root.GetLordSpiritualName] [councillor_target.GetFirstName] говорит, что дороги заполнены толпами крестьян. [councillor_target.GetSheHeCap] предлагает построить местные святилища, чтобы решить проблему.;x
EVTOPTA_RIP_4301;Звучит более чем разумно.;x
EVTOPTB_RIP_4301;Но, увы, на это нужны деньги.;x
EVTDESC_RIP_4302;[Root.GetMarshalName] [councillor_target.GetFullName] сообщает Вам, что [prosperity_target.County.GetAdjective]ские жители часто сталкиваются с разбойниками и дикими зверями. [councillor_target.GetSheHeCap] рекомендует построить заставы вдоль дорог, чтобы защитить местное население. Это поможет притоку рабочей силы и торговле.;x
EVTOPTA_RIP_4302;Очевидно, [councillor_target.GetSheHe] прав[councillor_target.GetEndA].;x
EVTOPTB_RIP_4302;Но у меня нет на это денег.;x
EVTDESC_RIP_4303;[prosperity_target.County.GetAdjective]ские жители расселены довольно далеко друг от друга. Ваш [Root.GetSpymasterName] [councillor_target.GetFullName] предлагает создать местную почтовую службу, чтобы облегчить их взаимодействие между. [councillor_target.GetSheHeCap] утверждает, что это, кроме явных плюсов, ещё и обеспечит приток новой рабочей силы.;x
EVTOPTA_RIP_4303;Да, превосходая идея!;x
EVTOPTB_RIP_4303;Но я найду деньгам более достойное применение.;x
EVTDESC_RIP_4304;Ващ [Root.GetChancellorName] [councillor_target.GetFirstName] сообщает, что [prosperity_target.County.GetAdjective]ские крестьяне положили начало прекрасной традиции - собираться вместе, чтобы пировать и танцевать. [councillor_target.GetSheHeCap] считает, что спонсирование таких праздников сделает этот округ культурным центром, что обеспечит приток населения.;x
EVTOPTA_RIP_4304;Необычная традиция, я поддержу её.;x
EVTOPTB_RIP_4304;Ну а на что ещё деньги-то тратить, на танцульки!;x
EVTDESC_RIP_4305;Ваше трудолюбие не прошло незамеченным среди жителей [prosperity_target.County.GetAdjective]ских земель. А если Вы лично встретитесь с их старейшинами, это впечатлит местное население, оно почувствует к себе особое отношение. Также не стоит забывать и о пожертвованиях.;x
EVTOPTA_RIP_4305;Решено, выезжаю немедленно!;x
EVTOPTB_RIP_4305;Но у меня нет на это времени.;x
messenger_stations;Почтовая служба;x
desc_messenger_stations;Специальные посты, расположенные по всему округу, позволяют гонцам передавать послания, что облегчает общение местных жителей между собой.;x
harvest_festivals;Праздники урожая;x
desc_harvest_festivals;Праздники урожая в этом округе широко известны своим размахом.;x
inspired_peasantry;Потомственное крестьянство;x
desc_inspired_peasantry;Местные старейшины вдохновляют крестьян работать усерднее.;x
new_roads;Новые дороги;x
desc_new_roads;Дороги этого округа весьма качественны и широки.;x
new_shrines;Местные святыни;x
desc_new_shrines;Похоже, каждый в этом округе имеет своё место для поклонения.;x
realm_prospers_custom_tooltip;Каждый §Yокруг страны§! получит существенный прирост §Yпроцветания§!!;x
obj_see_the_realm_prosper_title;увидеть процветание страны;x
obj_see_the_realm_prosper_desc;[This.GetTitledFirstName] хочет увидеть, как [This.GetHersHis] страна процветает, оставаясь в мире §Y5 лет§!.\nЕсли страну атакуют или [This.GetSheHe] начнёт войну, амбиция будет провалена и в следующие §Y5 лет§! не сможет быть выбрана.\nПока амбиция активна, §YГлобальный риск восстаний§! уменьшен на §Y1%§!.;x
tooltip_obj_see_the_realm_prosper;Мир в стране на протяжении §Y5ти лет§!;x
regimental_ground_province;Войсковые площадки;x
desc_regimental_ground_province;Этот округ служит тренировочным полигоном для элитных войск, а также хранит их оружие.;x
RIP.11721.d;Некоторое время округ [Root.GetName] служил неформальным центром подготовки войск, здесь много открытого пространства и достаточно продовольствия. Теперь группа знатных офицеров просит Вас об официальном создании здесь тренировочного полигона, что потребует множество денежных затрат.;x
RIP.11721.a;Оборона - это серьезно.;x
RIP.11721.b;Ну конечно, мне ж золото больше некуда девать!;x
custom_historical_plague_free_zone;Зона исторически свободная от чумы;x
RULE_EPIDEMICS_DELAYED_DYNAMIC;Динамические с задержкой;x
RULE_EPIDEMICS_DELAYED_DYNAMIC_DESC;Бубонная чума появляется не раньше чем в 1100 году и не раньше чем через 25 лет после начала игры. После одной крупной вспышки, эпидемия становится эндемической.;x
RULE_EPIDEMICS_DYNAMIC_DESC;Бубонная чума появляется не раньше чем через 200 лет после начала игры, а возвращается не раньше чем через 500 лет. После одной крупной вспышки, эпидемия становится эндемической.;x
RULE_EPIDEMICS_HISTORICAL_DESC;Бубонная чума появляется в 1345 году и следует историческому сценарию.;x
seek_treatment_tooltip_3;Вы НЕ пытаетесь лечить уже исцелённого человека;x
EVTDESC_RIP_11053_TRAVELLING_NESTORIAN;Ваши лазутчики сообщают, что в [Root.Capital.County.GetAdjective]ские земли прибыл[recruited_physician_target.GetEndA] несторианск[recruited_physician_target.GetAyaIy] миссионер[recruited_physician_target.GetEndKa] по имени [recruited_physician_target.GetFirstName], котор[recruited_physician_target.GetAyaYy] только что верну[recruited_physician_target.GetLasLsya] из долгого путешествия в Китай. Местные говорят, что [recruited_physician_target.GetSheHe] хорошо разбирается в зельях. Возможно, именно [recruited_physician_target.GetSheHe] заслуживает стать Вашим придворным лекарем.;x
EVTOPTW_RIP_11053;Приведите [recruited_physician_target.GetHersHis] ко мне.;x
EVTDESC_RIP_11053_MAZDAN_DOCTOR;Вам рассказали о лекаре-маздаисте, живущем в маленькой деревеньке неподалёку. В научных кругах [recruited_physician_target.GetSheHe] извест[recruited_physician_target.GetNaEn] под именем [recruited_physician_target.GetFirstName]. По слухам, [recruited_physician_target.GetSheHe] владеет текстами знаменитой школы Гондишапура! Такой образованный человек, безусловно, будет кстати прии Вашем дворе.;x
EVTOPTX_RIP_11053;Достойн[recruited_physician_target.GetAyaYy] кандидат[recruited_physician_target.GetEndKa]. Пригласите [recruited_physician_target.GetHersHis] ко двору.;x
EVTDESC_RIP_11053_MANICHEAN_MERCHANT;Не так давно известный купец Шёлкового пути по имени [recruited_physician_target.GetFirstName] прибыл в [Root.Capital.County.GetAdjective]ские земли. Вам сообщили, что под видом бесплатных медицинских осмотров [recruited_physician_target.GetSheHe] проповедует учение Мани. Стража арестовала [recruited_physician_target.GetHersHis] до дальнейших указаний, но, возможно, [recruited_physician_target.GetSheHe] мог[recruited_physician_target.GetNonE] бы стать Вашим лекарем?;x
EVTOPTY_RIP_11053;Освободите [recruited_physician_target.GetHersHis] и приведите ко мне!;x
jewish_courtier_tooltip;Иудей по имени §Y[jewish_courtier.GetFullName]§! прибыл к Вашему двору;x
EVTDESC_RIP_4100;К Вам привели человека, закованного в цепи. Говорят, это миссионер из [origin_realm_of_missionary_physician_target.Realm.GetAdjective]ских земель, который распространял своё еретическое учение среди Ваших подданных! Он утверждает, что его послал [missionary_physician_target.Religion.GetHighGodName], чтобы помогать больным жителям соседних деревень. Как же нам поступить с ним?;x
EVTOPTA_RIP_4100;Целитель? Хорошо, будет придворным лекарем.;x
EVTOPTB_RIP_4100;[missionary_physician_target.Religion.GetName] - это угроза, сжечь его!;x
EVTDESC_RIP_4101;Ваш новый [missionary_physician_target.GetRelAdj]ский придворный лекарь вот уже неделями говорит о своей вере. Он утверждает, что [missionary_physician_target.Religion.GetRandomGodName] дарует крепкое здоровье и долную жизнь. Слишком хорошо, чтобы быть правдой, или...;x
EVTOPTA_RIP_4101;Я не могу, [Root.Religion.GetHighGodName] покарает меня.;x
EVTOPTB_RIP_4101;[missionary_physician_target.Religion.GetName] лучше? Тогда я с вами!;x
EVTOPTC_RIP_4101;Ну что ж... Пора разжигать костёр.;x
chapel_1;Молельня;x
chapel_building_desc;Главная часть любого госпиталя - молельня. Она также может служить лазаретом в трудные времена.;x
pharmacology_laboratory_1;Лекарственная лаборатория;x
pharmacology_laboratory_building_desc;Лекари и ученые трудятся день и ночь в этой лаборатории над созданием новых зелий и настоек для лечения.;x
translation_house_1;Дом переводчика;x
translation_house_building_desc;Работая над переводами языков паломников и путешественников, можно существенно повысить эффективность взаимодействия между обитателями госпиталя.;x
library_1;Библиотека;x
library_building_desc;Эта библиоета наполнена медицинскими книгами и рисунками.;x
observatory_1;Обсерватория;x
observatory_building_desc;Обсерватория призвана привлекать учёных в госпиталь. Чем больше учёных, тем больше исследований.;x
soup_kitchen_1;Походная кухня;x
soup_kitchen_building_desc;Одна из обязанностей госпиталя - служить убежищем и кормить нуждающихся. Бедный, путешественник, раненый или изгой - все они могут рассчитывать на помощь госпиталя.;x
pilgrims_inn_1;Постоялый двор;x
pilgrims_inn_building_desc;Создавая место, где паломники могут остановиться переночевать, мы показываем миру, что нас заботят их благочестивые устремления.;x
medical_academy_1;Медицинская академия;x
medical_academy_building_desc;Этой академиии могут учиться будущие лекари и учёные. Кто знает, может следующее поколение сможет полностью избавить мир от простуды.;x
TRIBAL_CUSTOM;[From.GetOnlyDynastyName]-[From.Capital.County.GetName];x
PROVINCE_EXTEND_DESC;§YОткрыть расширенный вид окна округа§!;x
PROVINCE_EXTEND_DESC_LONG;Раскрыть вкладку, чтобы показать дополнительные поселения этого округа.;x
heir_text_default;- загадка даже для тех, кто хорошо [GetHersHis] знает, [GetHersHis] правление может стать проклятьем, а может спасти всех нас;x
heir_text_underage;ещё не в том возрасте, когда можно править, [GetHerHim] только [GetAgeYears], а значит до совершеннолетия заботы о государстве лягут на плечи Совета и регента;x
heir_text_useless;очевидно не обладает навыками, которые помогли бы [GetHerHim] удержать страну единой, [GetHersHis] правление может привести к полному краху;x
heir_text_strong_and_smart;обладает крепким телом и острым умом, [GetSheHe] несомненно может стать прекрасным правителем;x
heir_text_weak_and_dumb;не имеет ни силы ни ума и, скорее всего, станет плохим правителем, во всяком случае [GetHerHim] будет нелегко на этом пути;x
heir_text_demon;учитывая, что [GetSheHe] - дитя вселенского зла, нам следует готовиться к новой эре боли, ужаса и отчаяния;x
heir_text_military;выдающийся военный тактик, надеемся, [GetSheHe] поведёт войска к победе;x
heir_text_learning;славится своими глубокими познаниями. Правление столь учёного человека сулит нам прогресс и инновации;x
heir_text_stewardship;будучи бережливым и предприимчивым человеком, несомненно приведёт нашу страну к процветанию;x
heir_text_intrigue;славится своей хитростью и внимательностью к поступкам других людей, [GetSheHe] без труда добьется выгодного положения, в том числе и для страны в целом;x
heir_text_diplomacy;- успешный и опытный дипломат, вассалы и чужеземные правители будут уважать [GetHersHis];x
heir_text_traits_glutton_greedy;больше всего любит вкусно поесть. Надеемся [GetSheHe] не сожрёт все наши стратегические запасы;x
heir_text_traits_poet;- прирождённый поэт, [GetHersHis] сладкие изящные речи способны очаровать любого;x
heir_text_traits_cynical_just;будучи законченным прагматиком и реалистом, никогда не допустит, чтобы религиозное мракобесие одержало верх над правосудием и здравым смыслом;x
heir_text_traits_content_arbitrary;- беззаботная личность. [GetSheHeCap] идеально подходит для того, чтобы оставить всё как есть;x
heir_text_traits_craven_military_ed;предпочитает вести войска, не удаляясь от родного дома, [GetHerHim] будет нелегко вдохновить армии, когда придёт черёд настоящих войн;x
heir_text_traits_shy_content;- затворни[GetTsaK], каких свет не видывал, [GetSheHe] идеально подходит для Совета, который делает всю [GetHersHis] работу - к сожалению или к счастью;x
heir_text_traits_zealous_paranoid;повсюду видит агентов тёмных сил. Еретики, неверные и безбожники - опасайтесь [GetHersHis] правления;x
heir_text_traits_zealous_charitable;славится своей щедростью и благочестием. Священство наверняка разбогатеет под [GetHersHis] правлением;x
heir_text_traits_decadent;- слабовольный декадент, позор своей династии, [GetHersHis] правление станет проклятьем для нашей страны;x
heir_text_traits_proud_brave;всегда предстаёт перед публикой в сияющих доспехах с гордо поднятой головой. [GetSheHeCap] хочет, чтобы каждый знал о [GetHersHis] подвигах на поле боя;x
heir_text_traits_cynical_cruel;не боится высших сил и не знает пощады. И если кто-нибудь по [GetHersHis] мнению заслуживает наказания, этот человек получит сполна;x
heir_text_traits_humble_stubborn;будучи непреклонным в своём смирении человеком, скорее всего станет весьма удобным инструментом тех, кто защищает веру и традиции любой ценой;x
heir_text_traits_deceitful_envious; - коварная и недовольная душа, [GetHersHis] правление обещает быть наполненным интригами и злобой;x
heir_text_traits_patient_trusting;- доверчивый и терпеливый человек, который уверен, что рано или поздно всё будет хорошо;x
heir_text_traits_paranoid_stressed;повсюду видит угрозу, [GetHersHis] разум отравлен подозрениями, а правление наверняка будет управляемо лишь страхом;x
heir_text_piety;будучи праведным и благочестивым человеком, впечатлит духовенство своими религиозными знаниями;x
heir_text_prestige;- знаменитый и выдающийся человек, что весьма важно в международных отношениях;x
heir_text_friends;обдадает немаловажным качеством для хорошего правителя, у н[GetHersHis] множество друзей, а значит и поддержка в принятии решений;x
heir_text_tyrant;- страшный тиран, страна в ужасе ожидает [GetHersHis] правления;x
heir_text_rich;владеет сказочными богатствами, но время покажет, приведёт ли [GetSheHe] страну к процветанию или будет чахнуть, как Кощей над своим златом;x
heir_text_children;славится своей плодовитостью, у н[GetHersHis] уже много потенциальных наследников;x
heir_text_rivals;в окружении врагов и соперников. Надеемся, [GetHersHis] правление не окончится внезапным ударом кинжала в спину;x
heir_text_combat_skill;- грозный дуэлянт. Надеемся, [GetHersHis] навыки помогут [GetHerHim] преуспеть не только на турнирах, но и в военных сражениях;x
heir_text_poor_health;неважно себя чувствует. О [GetHersHis] слабом здоровье известно не понаслышке, и мы надеемся, что [GetSheHe] скоро поправится;x
heir_text_bastard;будучи незаконнорожденным ребёнком, [GetSheHe] сделает всё возможное, чтобы оставить свой след в истории;x
heir_text_viking;славится свирепыми и неотвратимыми набегами, [GetHersHis] имя внушает ужас в далёких землях;x
heir_text_crusader;славится своими сражениями против неверных. Благословим же [GetHersHis] правление, ведь сам [Religion.GetHighGodName] на [GetHersHis] стороне;x
heir_text_traits_adventurer;любит опасность больше всего на свете, [GetHersHis] жизнь полна славой и приключениями;x
heir_text_traits_falconer;искусно обращается с хищными птицами. [GetSheHeCap], без сомнения, впечатлит вассалов, чужеземных дипломатов и правитей;x
heir_text_traits_lunatic;бредит наяву, у н[GetHersHis] окончательно поехала крыша. Да убережет нас [Religion.GetHighGodName] в страшные дни [GetHersHis] правления;x
heir_text_traits_possessed;в сложном положении. Подозревают, что [GetHersHis] телом завладели демоны. Священники сделают всё возможное, чтобы ситуация не вышла из под контроля;x
heir_text_traits_fair;обладает одним из простых и важных достоинств - красотой. Иногда привлекательная внешность весьма полезна не только в отношениях с вассалами, но и в международной политике;x
heir_text_traits_tolerant;без труда найдет много новых друзей, [GetHersHis] любознательность и веротерпимость помогут [GetHerHim];x
heir_text_traits_ugly_deceitful;займёт престол. Душа [GetHersHis] столь же ужасна, как и тело. От [GetHersHis] правления не ждут ничего, кроме подлости и обмана;x
heir_text_traits_kind;славится своей добротой и сочувствием. Под [GetHersHis] правлением, вассалы будут процветать;x
heir_text_traits_proud;займёт престол, [GetHersHis] гордыня и высокомерие могут принести славу или позор [GetHersHis] династии, время покажет;x
heir_text_traits_cynical;считает высшие силы сказками для простачков. Многие боятся, что [GetHersHis] правление быстро закончится, когда [Religion.GetHighGodName] покарает [GetHersHis];x
heir_text_traits_gregarious;обладает выдающимся красноречием. [GetSheHeCap] без труда очарует придворных и переманит влиятельных людей на свою сторону;x
heir_text_traits_zealous;проводит долгие часы в молитвах и следует священному писанию. Мы уверены, что [GetHersHis] правление станет благословением для страны;x
heir_text_traits_ambitious;займёт престол. Мы ожидаем, что [GetHersHis] амбициозность приведёт страну к росту и процветанию;x
heir_text_traits_diligent;займёт престол. Энергичность и собранность - вот, что отличает усердного человека, такого, как [GetSheHe]. Это очень хорошо для страны;x
heir_text_traits_deceitful;имеет весьма специфическую репутацию. Такому коварному человеку никто не хочет доверять, а недоверчивые вассалы опасны для стабильности государства;x
heir_text_traits_shy;не любит общаться с людьми. Подобная робость плохо сказывается на дипломатических отношениях;x
heir_text_traits_humble;славится своей скромностью и смирением. Такие качества больше подходят для священнослужителя, чем для того, кто правит государством;x
heir_text_traits_arbitrary;потакает своим прихотям, как избалованный ребёнок. Вряд ли вассалы потерпят подобное самодурство в трудный момент для страны;x
heir_text_traits_temperate;славится своей воздержанностью и умеренностью во всём, столь пассивная натура может рано или поздно погубить [GetHersHis];x
heir_text_traits_chaste;будучи человеком преданным супружеской клятве и своей семье, пользуется поддержкой и уважением всей династии;x
heir_text_traits_lustful;займёт престол. Зная о [GetHerHis] повадках, вассалы будут прятать своих благоверных подальше от [GetHersHis] похотливых глаз;x
heir_text_traits_content;- образец удовлетворённости, [GetHersHis] полностью устраивает [GetHersHis] жизнь. Вассалы могут посчитать смешной такую пассивность;x
heir_text_traits_patient;может вынашивать планы и ждать своего часа очень долго. Мы ждём больших перемен для страны от человека с такой выдержкой, пусть это будет и нескоро;x
heir_text_traits_brave;займёт престол. Надеемся, [GetHersHis] храбрость и неудержимое стремление лезть на рожон, не похоронят страну в хаосе и разрушениях;x
heir_text_traits_just;обладает весьма важным и полезным качеством для любого правителя - чувством справедливости. Надеемся, это поможет [GetHerHim] изящно и виртуозно разрешить все конфликты;x
heir_text_traits_gluttonous;займёт престол. Кажется, большую часть времени [GetSheHe] ест, и мы надеемся, что [GetSheHe] правильно расставит приоритеты в своём расписании и не забудет о стране;x
heir_text_traits_envious;завидует всем и вся. Неуёмная жажда чужого и отрицание здравого смысла до добра не доведут;x
heir_text_traits_craven;небезосновательно обладает репутацией трусливого человека. Очевидно, мало кто станет уважать труса;x
heir_text_traits_greedy;славится своей жадностью, что никогда не одобрят подданные, особенно низких сословий;x
heir_text_traits_cruel;славится своей жестокостью. Судя по всему, придворные будут жить в страхе перед таким человеком;x
heir_text_traits_trusting;- наивный и доверчивый человек. При [GetHersHis] правлении Совет наверняка получит гораздо больше власти;x
heir_text_traits_honest;совершенно не умеет врать, и, разумеется, многим это не понравится;x
heir_text_traits_slothful;займёт престол. Широко известно, что лень - [GetHersHis] главное качество, и вряд ли можно ожидать каких-то достижений для страны;x
heir_text_traits_charitable;славится своей щедростью. Надеемся, при [GetHersHis] правлении, не вся казна пойдёт по рукам бездельников и клептократов;x
heir_text_traits_wroth;нередко даёт волю своему гневу. Вассалы и иностранные правители стараются быть осторожнее - кто знает, что может [GetHersHis] разозлить;x
heir_text_traits_paranoid;- неисправимый параноик, [GetSheHe] везде и всюду видит лишь угрозу и обман, а отодвинув здравый смысл на второй план, сложно ождать успешных свершений для страны;x
heir_text_traits_erudite;славится своими глубокими познаниями, от чего наверняка больше всех выиграет духовенство, в ущерб другим сословиям;x
heir_text_traits_stubborn;славится своим упрямством. Почти невозможно убедить [GetHersHis] в чём-то, пока [GetSheHe] [GetHerselfHimself] не "наступит на грабли";x
heir_text_three_skills;обладает многими навыками, что несомненно оценят подданные;x
heir_text_five_skills;обладает широкими знаниями и опытом во многих аспектах жизни, [GetHersHis] правление обещает стать легендарным;x
heir_text_traits_varangian;послужив в далёком Миклагарде, наверняка позволит своему духу приключений вдохновить своих вассалов и подданных;x
heir_text_traits_stubborn_kind;обладает убеждением, что каждый должен демонстрировать доброту в своих поступках без оглядки на ущерб. Это несомненно даст сильное преимущество нашим врагам;x
heir_text_traits_strong_brave;славится подвигами в личных поединках и на поле боя. Несомненно, это поможет [GetHerHim] вдохновить войска к победам в будущих сражениях;x
heir_text_traits_temperate_lustful;займёт престол. Свойственные [GetHerHim] похоть и воздержанность идеально способствуют росту и процветанию [GetHersHis] династии;x
heir_text_traits_charitable_just;славится не только щедростью, но и справедливостью - идеальное сочетание качеств для хорошего правителя;x
heir_text_traits_diligent_greedy;обладает невероятным трудолюбием на пути к личному обогащению. Хорошо, если развитие страны будет выгодно [GetHerHim]. А что если нет?;x
heir_text_traits_craven_honest;всегда признаёт свои слабости и говорит о них открыто. Весьма сомнительно, что подобная честность поможет трусу сохранить свой пост;x
heir_text_traits_shy_trusting;обладая наивной и доверчивой натурой, почти наверняка станет избегать любой ответственности, которая и делает человека настоящим правителем;x
heir_text_traits_gregarious_honest;не боится говорить правду. Такой честный и открытй человек без труда завоюет сердца своих подданных;x
heir_text_traits_cynical_arbitrary;не имеет ни моральных ориентиров ни понятий о справедливости. Подданным придётся подстраиваться под капризы [GetHersHis] настроения;x
heir_text_traits_cruel_wroth;займёт престол. Боимся, что [GetHersHis] садистские наклонности принесут немало бед;x
heir_text_traits_wroth_zealous;- неистовый фанатик. Разум [GetHersHis] затмевают религиозные догмы и предрассудки. Еретикам и неверным придётся несладко при [GetHersHis] правлении;x
heir_text_traits_paranoid_deceitful;- коварная и недоверчивая личность. Не стоит удивляться, если окажется, что у н[GetHersHis] припасены кинжалы с именами каждого из нас;x
# NEW TEXT;
province_embellishment;Украшения округа;x
FILTER_MY_DYNASTY;Моя;x #династия
DISTANT_CHARACTER;§RВне дипломатического диапазона§!;x
SET_PACIFIED_EFFECT;$CHAR|Y$ не сможет объявлять войну другим субъектам своей страны до $DATE|Y$.;x
NOT_PACIFIED_BY_LIEGE;НЕ находится в принудительном мире (окончание $DATE|Y$);x
HAS_MERCENARY_UNITS_NOT;$CHARACTER$ НЕ владеет частными армиями;x
HAS_LOOT_TRIGGER;Награблено не менее $NEED|Y$¤ добычи;x
HAS_LOOT_TRIGGER_NOT;Награблено меньше чем $NEED|Y$¤ добычи;x
HAS_REGIMENTS;Войска мобилизованы;x
HAS_NOT_REGIMENTS;Войска НЕ мобилизованы;x
LIEGE_IS_IN_THE_PROCESS_OF_ENFORCING_REALM_PEACE;Сюзерен в процессе принуждения к миру;x
LIEGE_IS_NOT_IN_THE_PROCESS_OF_ENFORCING_REALM_PEACE;Сюзерен НЕ в процессе принуждения к миру;x
HAS_NEWLY_ACQUIRED_TITLES;Имеет вновь приобретённые титулы;x
DONT_HAS_NEWLY_ACQUIRED_TITLES;НЕ имеет вновь приобретённых титулов;x
NOT_ALLOWED_TO_PLAY_WITHOUT_DLC;Нельзя играть этим персонажем без дополнения §Y$DLC$§!;x
prosperity_5_year;Увидеть процветание страны;x
desc_prosperity_5_year;Амбиция "Увидеть процветание страны" закончится, когда этот модификатор истечёт.;x
RETURNING_FAVOR_TO_ABSTAINER;$WHO1|Y$ возвращает долг человеку, известному как $WHO2|Y$, но голосует по совести, поскольку $WHO2|Y$ воздерживается от голосования.;x
EMPTY_VOTER_SEAT;§YСвободное кресло§!;x
EMPTY_VOTER_SEAT_EXPLANATION;Свободные кресла означают то же, что и голос против.;x
RELEASE_D_WARNING;Вы используете exe-файл релиза D. Это замедляет работу из-за расширенных логов!;x
HAS_ASSIGNED_MINOR_TITLE;$WHO|Y$ пожаловал почётный титул $TITLE|Y$;x
HAS_ASSIGNED_MINOR_TITLE_NOT;$WHO|Y$ НЕ пожаловал почётный титул $TITLE|Y$;x
HAS_ASSIGNED_MINOR_TITLE_COUNT;$WHO|Y$ пожаловал не менее чем $COUNT|Y$ почётных титулов $TITLE|Y$;x
HAS_ASSIGNED_MINOR_TITLE_COUNT_NOT;$WHO|Y$ пожаловал меньше чем $COUNT|Y$ почётных титулов $TITLE|Y$;x
INFAMY_DECAY_MONTHS;При текущих условиях снижение к §Y0%§! займёт $MONTHS|Y$ месяцев;x
PREFERRED_WAR_TARGET_TOOLTIP;Предпочтительная цель войны: $TARGET|Y$;x
CHARACTER_FAVOR_INDICATOR_TOOLTIP;Этот человек перед Вами в долгу;x
HAS_CHILDREN;Имеет детей;x
HAS_NO_CHILDREN;НЕ имеет детей;x
HAS_LIVING_CHILDREN;Имеет живых детей;x
HAS_NO_LIVING_CHILDREN;НЕ имеет живых детей;x
HAS_A_MINOR_TITLE;Обладает почётным титулом;x
HAS_NO_MINOR_TITLE;НЕ обладает почётным титулом;x
JOIN_FACTION_EFFECT;$BACKER$ будет поддерживать человека, известного как $FACTIONLEADER$, лидера фракции §Y$FACTION$§!.;x
LEAVE_FACTION_EFFECT;$BACKER$ прекратит поддерживать фракцию §Y$FACTION$§!.;x
LEAVE_FACTION_EFFECT_ALL;$BACKER$ покинет все фракции.;x
FACTION_EXISTS_TRIGGER;Имеются вассалы, формирующие оппозицию в лице фракции $FACTION|Y$.;x
FACTION_EXISTS_TRIGGER_TITLE;Имеются вассалы, формирующие оппозицию в лице фракции $FACTION|Y$ за титул $TITLE|Y$.;x
FACTION_EXISTS_TRIGGER_TITLE_CHAR;Имеются вассалы, формирующие оппозицию в лице фракции $FACTION|Y$, отстаивающей интересы человека, известного как $THIRDPARTY|Y$ в государстве $TITLE|Y$.;x
NOT_FACTION_EXISTS_TRIGGER;НЕТ вассалов, формирующих оппозицию в лице фракции $FACTION|Y$.;x
NOT_FACTION_EXISTS_TRIGGER_TITLE;НЕТ вассалов, формирующих оппозицию в лице фракции $FACTION|Y$ за титул $TITLE|Y$.;x
NOT_FACTION_EXISTS_TRIGGER_TITLE_CHAR;НЕТ вассалов, формирующих оппозицию в лице фракции $FACTION|Y$, отстаивающей интересы человека, известного как $THIRDPARTY|Y$ в государстве $TITLE|Y$.;x
START_FACTION_EFFECT;Сформирует фракцию $FACTION|Y$.;x
START_FACTION_EFFECT_TITLE;Сформирует фракцию $FACTION|Y$ за титул $TITLE|Y$.;x
START_FACTION_EFFECT_TITLE_CHAR;Сформирует фракцию $FACTION|Y$ за интересы человека, известногок как $THIRDPARTY|Y$ в государстве $TITLE|Y$.;x
ANY_COURTIER_OR_VASSAL_STARTS;Любой придворный или вассал;x
ALL_COURTIERS_AND_VASSALS;Все придворные и вассалы;x
ANY_PLAYER_STARTS;Любой игрок;x
ALL_PLAYERS;Все игроки;x
DEATH_ACCIDENT_BEAR;[GetHersHis] задрал разъярённый медведь;x
DEATH_ACCIDENT_DROWNING;[GetSheHe] утонул[GetEndA];x
DEATH_ACCIDENT_ARROW;[GetSheHe] был[GetEndA] трагически убит[GetEndA] шальной стрелой;x
DEATH_ACCIDENT_FALL;[GetSheHe] разби[GetLasLsya] насмерть;x
DEATH_ACCIDENT_SNAKES;[GetSheHe] умер[GetNonE] от укуса змеи;x
DEATH_ACCIDENT_TIGER;[GetHersHis] съел тигр-людоед;x
